s	SAMD00115015	SAMD00115025	SAMD00115027	SAMD00114971	SAMD00114968	SAMD00114970	SAMD00115016	SAMD00115017	SAMD00115019	SAMD00115023	SAMD00114973	SAMD00115018	SAMD00115022	SAMD00114997	SAMD00115032	SAMD00114998	SAMD00114995	SAMD00114996	SAMD00115033	SAMD00114736	SAMD00114745	SAMD00114747	SAMD00114832	SAMD00114741	SAMD00114833	SAMD00114757	SAMD00114834	SAMD00114815	SAMD00114974	SAMD00114979	SAMD00114769	SAMD00114770	SAMD00114771	SAMD00114975	SAMD00114773	SAMD00114718	SAMD00114976	SAMD00114977	SAMD00114719	SAMD00114720	SAMD00114721	SAMD00114984	SAMD00114800	SAMD00114982	SAMD00114795	SAMD00114986	SAMD00114796	SAMD00114987	SAMD00114798	SAMD00114989	SAMD00114990	SAMD00114991	SAMD00114992	SAMD00114780	SAMD00114781	SAMD00114994	SAMD00114778	SAMD00114779	SAMD00114730	SAMD00115001	SAMD00114734	SAMD00115002	SAMD00115003	SAMD00115004	SAMD00114789	SAMD00114791	SAMD00114792	SAMD00114783	SAMD00114784	SAMD00115008	SAMD00114785	SAMD00115009	SAMD00115005	SAMD00115012	SAMD00114819	SAMD00114807	SAMD00114809	SAMD00114812	SAMD00114829	SAMD00114830	SAMD00114862	SAMD00114858	SAMD00114824	SAMD00114818	SAMD00114842	SAMD00114843	SAMD00114845	SAMD00114850	SAMD00114865	SAMD00114867	SAMD00114869	SAMD00114854	SAMD00114859	SAMD00114837	SAMD00114838	SAMD00114860	SAMD00114926	SAMD00114888	SAMD00114889	SAMD00114872	SAMD00114873	SAMD00114938	SAMD00114929	SAMD00114874	SAMD00114932	SAMD00114940	SAMD00114895	SAMD00114876	SAMD00114942	SAMD00114898	SAMD00114908	SAMD00114918	SAMD00114950	SAMD00114913	SAMD00114953	SAMD00114945	SAMD00114880	SAMD00114959	SAMD00114899	SAMD00114881	SAMD00114882	SAMD00114900	SAMD00114901	SAMD00114963	SAMD00114885	SAMD00114906	SAMD00114967	SAMD00136653	SAMD00164727	SAMD00164729	SAMD00164748	SAMD00154991	SAMD00164756	SAMD00164758	SAMD00154992	SAMD00136648	SAMD00164773	SAMD00164774	SAMD00164803	SAMD00164805	SAMD00164806	SAMD00164809	SAMD00164814	SAMD00164819	SAMD00164823	SAMD00164824	SAMD00164825	SAMD00164827	SAMD00164828	SAMD00164833	SAMD00164835	SAMD00164837	SAMD00164840	SAMD00164848	SAMD00164849	SAMD00164853	SAMD00164855	SAMD00164856	SAMD00164862	SAMD00164865	SAMD00164870	SAMD00164873	SAMD00164877	SAMD00164878	SAMD00164879	SAMD00164881	SAMD00164882	SAMD00164886	SAMD00164888	SAMD00164890	SAMD00164891	SAMD00164895	SAMD00164896	SAMD00164897	SAMD00164898	SAMD00164899	SAMD00164901	SAMD00164902	SAMD00164904	SAMD00164908	SAMD00164909	SAMD00164911	SAMD00164914	SAMD00164915	SAMD00164916	SAMD00164917	SAMD00164918	SAMD00164920	SAMD00164923	SAMD00164926	SAMD00164927	SAMD00164929	SAMD00164930	SAMD00164931	SAMD00164933	SAMD00164934	SAMD00164935	SAMD00164936	SAMD00164938	SAMD00164939	SAMD00164941	SAMD00164947	SAMD00164949	SAMD00164950	SAMD00164951	SAMD00164952	SAMD00164953	SAMD00164954	SAMD00164955	SAMD00164956	SAMD00164957	SAMD00164958	SAMD00164960	SAMD00164961	SAMD00164962	SAMD00164963	SAMD00164964	SAMD00164965	SAMD00164966	SAMD00164967	SAMD00164969	SAMD00164972	SAMD00164973	SAMD00164983	SAMD00164986	SAMD00164996	SAMD00164999	SAMD00165001	SAMD00165004	SAMD00165008	SAMD00165010	SAMD00165015	SAMD00165020	SAMD00165021	SAMD00165022	SAMD00165023	SAMD00165024	SAMD00165025	SAMD00165026	SAMD00165027	SAMD00165028	SAMD00165029	SAMD00165030	SAMD00165031	SAMD00165032	SAMD00165033
s__Firmicutes_bacterium_CAG_94	0	0	0.003540	0	0	0	0.002200	0	0.053014	0	0.003501	0	0	0	0	0	0	0	0	0.011500	0	0	0	0	0	0	0.008450	0	0	0.092251	0	0	0	0.000830	0	0	0	0	0	0	0.005173	0	0	0	0	0	0	0	0.002180	0.006133	0	0	0	0	0	0	0	0.004530	0	0	0	0.054090	0.000493	0	0	0	0	0	0.010410	0	0	0	0	0	0	0	0	0	0	0	0.003060	0	0	0	0	0.004910	0.000831	0	0	0	0	0	0	0	0	0	0	0	0.023803	0	0.017190	0	0.005950	0	0	0	0.071653	0	0.431715	0	0	0.013760	0.012580	0	0	0	0	0.011620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014950	0.100710	0	0	0	0.004350	0	0	0	0	0	0.023471	0	0.001610	0.002190	0	0	0	0	0	0	0.073350	0	0	0.173763	0.018840	0	0	0	0	0	0.434714	0	0	0	0	0	0	0	0.010560	0	0.442120	0.052680	0.106632	0.036933	0	0	0.055880	0	0.004910	0	0	0	0.005480	0	0	0.000780	0	0.003970	0	0	0.004740	0.145081	0	0	0.060004	0	0	0	0	0	0	0	0.009319	0	0.142250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.075120	0	0.000510	0	0	0	0.000750	0	0	0	0	0	0.005600	0
s__Firmicutes_bacterium_CAG_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006821	0	0	0	0	0	0.011482	0	0	0	0	0	0	0	0	0.181890	0	0	0	0.000410	0	0	0	0	0	0	0.420484	0	0	0	0.003800	0	0	0	0	0	0	0	0	0.012362	0	0	0	0	0	0	0	0	0.024870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375292	0	0	0	0	0	0	0	0	0	0	0	0.021703	0	0.795727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026531	0	0	0.014440	0	0	0	0	0	0	0	0.016960	0	0	0	0	0.022680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619902	0	0	0	0.041420	0	0	0	0	0	0	0	0	0	0	0.007111	0	0	0	0	0	0	0	0	0	0	0
s__Flavonifractor_plautii	0.458138	0.010971	0.486030	0.116505	0.313538	1.584661	1.215890	0.144879	0.346523	0.021213	0.043700	0.272538	0.120240	0.005370	0.835860	0.058391	0.000551	0.342270	0.058325	1.183050	0.598559	0.155990	0.054446	0.085184	0.656230	0.615108	0.739591	1.048900	0.064110	0.113076	0.049455	0.008201	0.085634	0.094333	0.054832	0.455966	0.074303	1.822051	0.005920	2.534811	0.153328	0.468912	1.100756	0.352859	0.963613	0	1.134412	0.076736	0.989710	0.358643	0.157803	0.160335	0.511905	0.147372	0.031682	0.097070	0.008245	0.734180	0.488108	0.198636	0.003940	0.939780	0.939000	0.414389	0.024101	0.042320	0.243400	0.040764	1.904980	0	0.010770	0.093464	1.524330	0.068107	0.451432	0.103315	0.219707	0.184246	0.412930	2.604868	0.076918	0.245157	0	0.103516	0.014911	0.018040	0.092771	0.412110	0.571040	0.245348	1.134210	0	0.111604	0.897949	0.075298	0.042960	0.170399	0.384831	0.800194	4.150770	0.201720	0.302694	1.213191	0.495912	0.569800	0.150616	0.138225	0.010461	3.581218	0	0.312054	1.162800	0.675562	0.139663	0.402710	0	0.956013	0.592650	1.510690	0.154840	0.670820	0.021008	0.576610	0.644190	5.110321	0.956640	0.155654	0.001930	0.060957	0.510961	0.618770	0.184491	0.429979	0.465813	0.378201	0.760385	0.177042	0.085880	0.145741	0.267920	0.250662	1.663300	0.175334	0.018383	0.007770	0.101720	0.602525	0.398815	1.319590	0.235727	0.696130	0.569553	2.657760	0.060044	0.338597	0.185750	0.109301	0.921526	0.285747	1.602766	3.196118	2.132999	0.200650	0.015230	0.040701	1.532711	0.066659	0	1.587820	0.400565	3.703017	0.354220	0.320834	0.472678	0.020861	1.151398	0.365130	0.387014	0.355496	0.017060	0.281890	1.506950	0.025290	0.247332	0.300034	0.442070	0.797460	0.000760	0.204995	0.919600	0.048053	0.079426	0.190954	0.006230	3.228670	0.732480	2.057780	0.102637	1.101260	0.756792	0	0.359468	1.317182	1.284040	0.012350	1.678662	0.219946	0.696320	0.130265	0.611140	0.617180	0.701362	0.821934	0.171857	0.351581	0.122750	0.775560	0.257751	0.086470	0	0.069760	0.458140	2.434450	0.617200	0.019160	0.144360	0.150050	0.180810	0.888922	0.073030	0.209890	0.561577	2.293570	0.750593	0.104670	1.065727	0.137931	0.296278	0.370580	0.838890	5.983810	2.986142	0.190083	3.399840	0.255612	0.390630
s__Flavonifractor_sp_An10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398368	0	0	0	0	0	0	0	0.031070	0	0	0	0	0	0	0.004310	0	0	0	0	0.003030	0	0	0	0	0	0.035150	0	0	0	0	0.001470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019980	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Flavonifractor_sp_An100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001310	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003850	0	0	0	0	0	0	0	0	0.000717	0	0	0	0	0	0	0	0	0	0	0	0.000270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018630	0	0	0.012092	0	0	0	0	0	0	0	0	0	0	0	0	0.010832	0	0	0	0	0	0	0	0	0	0	0	0.000540	0	0	0	0	0	0	0	0.006540	0	0	0.008130	0	0	0	0	0	0	0	0.006100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028520	0	0	0	0	0	0	0
s__Flavonifractor_sp_An306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fretibacterium_fastidiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusicatenibacter_saccharivorans	1.326828	1.714760	1.057493	0.157877	4.386252	0	0	1.494046	0.311434	5.400119	1.178719	2.686376	0.083100	0	0.320480	0	0.395875	1.303510	1.916769	3.013499	4.049116	18.611334	1.133013	0.134271	4.843341	0.874971	0	0	0.521610	0.984139	0.199159	0.078608	1.073184	0.273466	0.043201	0.791224	6.488666	1.951735	0.889990	0	0.092697	0.175951	0.095017	0	5.472754	0.191270	1.115321	0.752570	2.876421	0.338164	0.318996	0.050011	0	0.804350	0.517147	0	0.533910	0.003380	0.194087	1.130606	0.339730	2.268170	1.475926	2.381776	0.834091	0.356230	0.311290	0.321873	0	0.168335	0.588210	0.043832	0.434260	1.722856	0	1.186655	0.877798	2.179419	0.534850	0	0.876414	0.004420	0	0.493428	1.259112	0.356170	1.606671	0.447390	0.074330	0.400812	0	0	0.119204	0	0.313990	0.394380	0.372263	0.034906	0	0	0.727240	0.422637	0	1.147004	1.113780	0	0.454647	0.006461	0.143628	0.105068	0.166233	1.135970	0.310040	1.032938	1.406390	0.015708	0.431650	1.626170	0	0	0.525450	0.194413	0	0.737404	1.888930	1.295220	0.031241	0.002050	0	2.899627	0	0.139740	1.322040	0	0	0.469571	0	0.046420	0.146121	0.187930	1.400814	0.230220	0.139341	0.536668	6.255819	1.076285	0.929738	0.209298	0	1.547843	0	4.656611	0	0.160940	1.009110	0.539220	0.665831	0	1.474494	0.122783	0	0	0.195250	0.771484	2.664421	0.089830	0.524993	0.019030	0.038290	0.058461	0.491997	1.169895	1.054005	0.938245	0.081552	0.199094	2.746641	0.108494	0.071920	0.389430	0.475200	0.400190	2.749151	0.982445	0.515092	0.317030	1.306300	1.418881	0.078602	0	0.048303	0.324023	0.546140	1.999073	0.515572	0.397870	0.902460	0.568429	0.227990	0.206063	0.010190	0.538003	0.750357	0.899550	0.606435	1.941118	3.768112	0	0.077315	0.546208	2.090485	0.945689	0.801787	11.626058	1.101703	0.063140	0.600400	0.827539	3.221975	0.044951	0.964070	0.559440	0	0.829152	0.591670	1.708721	0.416590	0.264850	0.941702	0.173970	0.305170	2.206531	6.424479	0.329633	0.366214	1.355394	0	2.991844	0	1.076630	0	0.151260	0.176103	0	0.489472	0
s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	1.592490	0	2.681600	0	27.120642	0	0	16.952447	0	0	0	0	0	1.681711	0	0	0	0.012670	0	0	0	0.078573	0	0	0	0	0.830425	0	0	0.083693	0	0	11.478408	0	0	0	0	3.555641	0	0	0	2.269943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672119	0	0	0.051534	0	0	0	17.413073	0	0	0	0	3.475736	0	0	1.527637	0	0	0.166445	0	0	0	0	0	0	0.761547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176030	0	4.574363	1.333448	0	0	0	0	0	0.473510	0	0	0	0	22.874762	0	0.057306	0	1.465265	0	0	0	0	0	0	0	0	0	2.112260	0	0	0	0	0.215175	0	0	0	0	0	0	0	0	0	0	0.747056	0	0	0	0	0	0	0	0	0	45.895655	0	1.024011	0	0	0	0	0	3.986959	0	0.766978	0.204307	0	0	0	0	0	0	0	0	0	0.003550	1.155200	0	0	0	0	0	0	0	0	0	2.580672	0	0	0	0	0	0	0	0	0	0.141575	0	0	0	0	0	0	0	0	0	0	0	1.165890	0	0.027337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553286	0.656743	0	0	0
s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164850	0	0	0	0	0	0	0.013750	0	0	0	0	0	0.004337	0	0	0	0	0	0	0	0	0	0.053543	0	0	0	0	0	0	0.000700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055867	0	0	0	0	0	0	0	0	0	0	0	0	0.001660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001810	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005665	0	0.031938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163020	0	0	0	0	0	0	0	0	0	0	0	0	0.026384	0	0	0	0	0	0	0.087032	0	0	0	0	0	0	0	0	0	0.005120	0	0	0	0	0.001270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350	0	0	0	0	0.009840	0	0	0.000340	0	0	0	0	0	0	0	0	0	0	0	0.001628	0	0	0	0.034680	0	0	0	0	0	0.014400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_sp_CAG_439	0	0	0	0	0	0	0	0	2.343221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_ulcerans	0.162934	0	0	0	0	0.144990	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170	0.185095	0	0	0	0	0	0	0.632020	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017050	0.326640	0	0	0	0	0	0	0	0	0	0.004070	0	0	0.001590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.067480	0	0	0	0	0	0.013650	0	0	0	0	0	0	0	0	0	0.009321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315820	0.000690	0	0	0.575270	0	0	0	1.843601	0.009180	0.180694	0	0	0.011670	0.215084	0	0.521788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040480	0	0.083626	0	0	0	0	0	0	0	0	0.001082	0.055630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015980	0	0	0	0	0	0	0	0	0	0	0	0	0.033371	0	0.002560	0	0	0	0	0	0.333520	0	0
s__Fusobacterium_varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211400	0	0.292036	0	0	0	0.003260	0	0	0	0	0	0	0	0.004970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002861	0	0.027261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114856	0	0.020770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473160	0	0	0	0	0.162585	0	0	0	0	0	0	0.260700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021050	0	0	0	0	0	0	0	1.172497	0	0	0.005442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031931	0.014971	0	0	0	0	0	0	0	0	0
s__Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_haemolysans	0	0.005500	0	0.007560	0	0	0	0	0	0.002580	0	0.083164	0.001980	0.009250	0.031560	0	0	0	0.006887	0	1.009753	0.003050	0	0	0.005460	0	0	0	0	0	0	0.031153	0.034031	0	0	0	0	0	0	0.043647	0	0	0	0	0.003791	0	0	0.004870	0	0	0	0	0	0.019363	0	0	0.005913	0	0.004750	0	0	0	0	0	0	0	0	0	0	0	0.003100	0	0	0	0.061933	0	0	0.002060	0	0	0	0.048591	0	0	0.070774	0	0.019293	0	0.012960	0	0	0.082151	0	0	0	0	0.044217	0	0	0	0	0	0	0	0.013760	0	0	0	0	0	0	0	0	0	0.032222	0	0.008419	0	0	0	0	0	0	0	0	0	0.002270	0	0.010313	0	0	0.004540	0.052206	0.205624	0	0.006431	0	0.013800	0	0	0	0.003730	0	0	0.020440	0.004140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006641	0	0	0	0	0	0	0	0	0.087130	0	0	0	0	0.068460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021950	0	0.018791	0	0	0.003360	0	0	0.165326	0	0	0	0	0	0	0.012671	0	0.001811	0	0	0	0.028520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029292	0	0	0	0	0.006224	0.273710	0	0
s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0.001992	0	0	0	0	0	0	0	0	0.147764	0	0	0	0	0	0	0	0.000590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026454	0.008070	0	0	0	0	0	0.001900	0	0	0	0	0	0	0	0	0	0.019190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018192	0.031844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016796	0	0	0	0	0	0.003460	0	0	0	0	0.001060	0	0	0	0	0	0	0	0.000520	0	0	0	0	0	0	0	0	0.007301	0	0	0	0	0	0.008498	0	0	0	0	0	0	0.065524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006340	0	0	0	0	0	0	0	0
s__Gemella_sanguinis	0.006035	0.010101	0.003850	0.039072	0.019652	0.002220	0	0.008651	0.001540	0	0.007402	0.012204	0.029680	0.036050	0.004440	0	0	0.024970	0.022084	0.005490	1.427209	0.104380	0.037994	0	0.001930	0	0	0.005990	0	0	0	0.032793	0.018301	0	0.004430	0	0	0	0	0.061894	0	0	0.031002	0.016662	0.018915	0	0.010880	0.016881	0.007940	0	0.003830	0	0.016242	0.017063	0	0.012930	0.062847	0	0	0.016951	0.007410	0.120200	0	0	0	0	0	0.007441	0	0	0	0	0	0	0.311068	0	0	0.021732	0	0.001921	0.002810	0.211536	0	0	0.085485	0	0.010947	0	0.028110	0	0	0.259914	0	0	0	0	0.005041	0.003130	0.001320	0	0	0	0	0	0.030040	0	0	0	0.005170	0	0.009821	0	0	0	0.103895	0	0.020186	0	0.001920	0.020780	0.003260	0	0	0	0	0	0.003550	0	0.026967	0.010663	0	0.004870	0.205453	0.006011	0.009258	0.005921	0	0.021350	0.008860	0	0	0.009060	0.003960	0	0.054520	0	0	0	0	0	0.081360	0.009701	0	0	0	0	0	0.011814	0	0.017790	0	0.003310	0	0	0	0	0	0	0	0	0	0	0.018000	0.003541	0	0.230368	0	0	0.002349	0	0.029390	0.007780	0	0	0	0	0	0	0.010030	0.002230	0.003720	0.009521	0	0.001730	0	0.020690	0.000980	0.022102	0	0.004500	0	0	0	0.174888	0.020640	0	0.012658	0.031740	0.007171	0	0.092516	0.027051	0	0.002130	0	0	0.001350	0	0	0	0	0	0	0.007482	0.007120	0	0.011400	0.005380	0.004430	0	0	0.033105	0.001540	0	0	0.013180	0.010201	0.010451	0	0.007870	0	0	0.005003	0	0	0.020500
